성과 사랑의 역사,기계형,23,Winter,5.0,강의력이 안 좋다는 평가에 거의 동의를 못 하겠네요. 저는 정말 재미있게 잘 들었습니다. 조곤조곤 재미있게 옛날 이야기 들려주시는 느낌이예요. 서양사 전체 내용을 젠더화하는 재미있는 수업이었습니다.
성과 사랑의 역사,기계형,23,Spring,4.0,교양치고는 할 거 많음 시험 자체는 안어려움 출석 빡세게 잡음
성과 사랑의 역사,기계형,23,Winter,5.0,꿀강입니다! 교수님 착하시고 좋아요!! 재밌어요
성과 사랑의 역사,기계형,23,Winter,2.0,"학점도 짜고, 계절학기에 들은 것치고 수업이 너무 빡세고 힘듭니다.
저처럼 역사에 관심 없는데 필수교양 채우려고 수강하시는분들 절.대.비.추 이고요, 역사에 관심있으신 분들만 들으시기 바랍니다.

'성과 사랑'의 역사가 아니라, 성과 사랑의 '역사'일 정도로 역사내용이 대부분이에요.. 너무 힘들었습니다."
성과 사랑의 역사,기계형,23,Winter,5.0,수업 내용이 흥미로움. 다만 강의력이 그다지 좋은 것 같지는 않음
성과 사랑의 역사,기계형,23,Fall,5.0,"시험 개망함 과제는 내기만 함 출석은 다 함
그럼에도 에제가 뜨는 미친 꿀강"
성과 사랑의 역사,기계형,23,Winter,5.0,"교수님 친절하세요 이름을 다 외우셔서 당황 했지만 수업 재밌고 유익했습니다 시험은 지엽적이고 어렵지만,.."
성과 사랑의 역사,기계형,23,Fall,5.0,"3시간동안 수업 듣는 게 힘들긴 했지만, 교수님께서 워낙 친절하시고... 인자하셔서 버틸 만했어요.
드랍자가 워낙 많아서 성적은 잘 주십니당"
성과 사랑의 역사,기계형,23,Fall,4.0,성적으로 미화되는 .. 강의라고 생각합니다. 중간까지 강의 내용이 잘 안들어와서 수업 듣기 힘들었어요..
성과 사랑의 역사,기계형,23,Winter,5.0,"교수님 너무 따뜻하고 좋으세요
강의력은 지루할수있으나 재미있어요"
성과 사랑의 역사,기계형,23,Summer,4.0,강의 이름보고 낭만적인 내용을 기대했으나 아니얶음. 그래서 재미는 없엇지만 교수님은 착하심
성과 사랑의 역사,기계형,23,Fall,3.0,"학점 말고는 얻어가는 게 없다는 강의평... 한 학기 다 지나고보니 동의하게 되네요 ㅎㅎ
14주차 수업에서 학우분들이 각자 주제를 발표하는 시간이 있었는데, 그 순간이 정말 저에겐 너무 재밌고 소중했습니다!!
교수님 수업보다 더 얻어가는 게 많았던 그런 느낌...
적당히 성실히 해서 성적을 얻고 싶은 분들께 추천드립니다."
성과 사랑의 역사,기계형,23,Fall,5.0,뭘 배웠다는 느낌 보다는 성적 받기 좋은 꿀강이였습니다. 강의 이름만 보고 생각했던 재미와는 거리가 멀었습니다. 다만 중간고사 적당히 보고 활동 성실히 참여하면 좋은 성적 받으실 수 있는 강의입니다.
성과 사랑의 역사,기계형,23,Fall,3.0,"학점은 잘 받았는데..뭔가 수업 자체가 엄청 엉성하고.. 교수님도 엉성하고..조교님도 엉성합니다… 학생을 진심으로 위해서 하는 수업이 아닌거같은 느낌을 받았습니다. 강의력도 그닥이고 자주 늦으셨던거같아요. 딱 보여주기식 수업, 얻어갈게 없습니다."
성과 사랑의 역사,기계형,23,Fall,3.0,"강의 자체가 너무 난잡하고 알아듣기 힘들었습니다
교수님은 정말 착하신데 조교도 조금 엉성하고 중간고사도 힌트범위에서 
나오지 않는 문제들이 수두룩..다음부터는 힌트를 아예 안주시는게 좋을 것 같습니다.
수업의 요점을 잘 모르겠어요...전시도 너무 의도가 보이는 활동인 것 같습니다"
성과 사랑의 역사,기계형,23,Summer,4.0,"교수님께서 엄청 인자하세요!
다만 보수적인 분들께서 듣기에는 조금 부담스러울 수도 있을 것 같습니다"
성과 사랑의 역사,기계형,23,Spring,5.0,수업은 괜찮게 들었던 것 같아요..!! 다만 열심히 해야 좋은 성적이 가능합니다…
성과 사랑의 역사,기계형,23,Fall,3.0,"성적이 나오기 전에 중간고사를 보고 씁니다 성적 나오면 기분리 달라질거같아 이 암담한 기분을 꼭 참고하시길 바랍니다
일단 수업이 무척 알아듣기 힘듭니다 무슨 말씀하시는지 재미도 없고 무척이나 강의력이 안 좋습니다 진짜 사람’만‘ 좋으십니다 조교도 되게 엉성하고요 쉽게 말해서 수(상)을 다 못뗐는데 강의력 ’존나 안 좋은‘ 현우진이 미적분 가르치는 킬링캠프를 굳이 수강하는 꼴 난 저를 매우 치고싶네요 
중간고사가 알려준 범위에서 안 나오고 PPT 중심으로 공부하라 하셨는데 PPT에 필기를 안 해두거나 추가로 찾아보지 않으면 처음보는 선지가 객관식에 존재합니다 참고로 알려준 범위도 꽤 많았고요.. 주관식에도 안 알려준 범위가 두개 나왔습니다
그럼 참고하세요 드랍이 오늘 12시까진데 이걸 드랍 해야하는지 참아야하는지 감도 안 오게 망했습니다"
성과 사랑의 역사,기계형,23,Spring,4.0,"학점 말고는 얻어갔던 것이 없는것 같네요
이건 주관적일 수 있지만 굉장히 지루했네요!
교수님은 매우 친절하십니당"
성과 사랑의 역사,기계형,23,Spring,4.0,"최종성적은 a-이고 전시 참여 거의 안하고, 시험도 중간 기말 전부 벼락치기했는데 이정도면 나쁘지 않은듯...
 그런데 강의평들처럼 교수님의 흐름이 정리되어있지 못하다는 느낌이 있음. 주제를 꺼내고 예시를 들다가 흐지부지 끝나는 느낌...?
 그리고 상당히 오픈된 오픈마인드가 아니라면 조금 수업듣기 힘들수도 있다고 생각합니다. 제 자신이 상당히 오픈마인드라 생각했는데 강의자료보고 헉 한적 꽤 있음...!"
성과 사랑의 역사,기계형,23,Spring,5.0,학점 완전 잘 주십니다…..교수님 짱짱짱!!! ✨✨✨
성과 사랑의 역사,기계형,23,Spring,5.0,"총평: 무난한 성적 채우기용 개꿀강의

수업 내용은 ppt에 대부분 있습니다. 서양 역사를 중심으로 배웁니다. 영국의 현재 귀족 사회 문화에 대한 지식이 있는 분들이라면 이해가 더 잘되시리라 생각합니다. 페미니즘을 꺼내지 않고는 진행이 안되는 내용들을 최대한 페미니즘이란 단어없이 진행하십니다. 민감한 주제를 다루고 있는만큼 조심하시려는게 느껴졌습니다.

강의력은 무난하시지만 요점 정리가 안되는 느낌이 있습니다. 물 흘러가듯이 듣다보면 졸고있는 자신을 발견하게 됩니다.
그러나 성적은 잘 주십니다. 기말 전날 하루 벼락치기하고 a+받았습니다. 교수님께서 '노력, 성의'를 중시하시기에 뭔갈 열심히 했다는 것을 어필만 하면 성적은 잘 주시는것 같습니다. 개인적인 인상입니다만 반대로 그런 노력도 하지 않는 학생들이 많은 강의라고 느꼈습니다. 기말에 시험지를 제출하고 보니 여학생분들만 남아있는 모습이 기억나네요. 제 학점을 챙겨주시고 먼저 시험을 떠나신 많은 분들께 이렇게나마 감사드립니다!"
성과 사랑의 역사,기계형,23,Spring,4.0,"글쓰기 과제 하나, 시험 두 번

시험 전에 간식도 하사하시는 멋지신 분...

강의력도 좋고 다 좋은데, 시험이 매우 지엽적일 예정 ^^"
성과 사랑의 역사,기계형,23,Spring,5.0,최고의 수업! 관악의 꿀강! 기말 중간 못봐도 열정만 있으면 에쁠 가능!!
성과 사랑의 역사,기계형,23,Spring,5.0,교수님이 착하세요 시험은 두 번 보고 좀 어려운 듯합니다. 학점 딱히 필요없는 과에게는 꿀강입니다!
성과 사랑의 역사,기계형,23,Spring,5.0,"중간고사 성적: 25/30
기말고사 성적: (따로 공개를 해주시진 않아서 정확히는 모르지만 개인적으로 중간고사보다 잘 봤다고 느꼈습니다.)
최종 성적: A+

고대부터 현대까지 섹슈얼리티의 역사와 그 쟁점들을 배우는 수업이었습니다. 내용이 다소 많아서 처음 강의안을 받으면 복잡하고 어렵게 느껴질 수 있으나 오히려 강의안에 모든 수업 내용이 적혀있어서 시험에 대비하기 수월했다고 생각했습니다. 특별했던 점은, 교수님께서 매 학기 섹슈얼리티와 관련한 전시를 기획하시고 학생들과 함께 그 전시를 꾸려나가시는데 올해는 ’피임의 역사‘가 그 주제였습니다. 전시 제작에 참여하면 기말고사에서 추가로 10점을 주십니다!

아래의 강의평에서 언급된 것처럼 말씀하실 때 주제가 순식간에 바뀌어서 강의력이 엄청 뛰어나시다고 할 수 없다는 점에 동의하나, 교수님께서 학생들을 많이 배려해주신다는 것을 실감할 수 있는 강의였습니다. 정말 인자하시고 질문도 너무 친절하게 받아주십니다. 중간고사에서 객관식이 어려워도 약술형 답안을 열심히 쓰면 추가점수를 줄 수 있으니 공부한 만큼 최대한 열심히 써보라고 시험 때 말씀해주셨고 저는 이에 따라 추가점수를 많이 받았던 것 같습니다..! 학생들 성적을 될 수 있는 한 잘 주려고 하시는 분이라고 생각됩니다. 강의 내용 역시 성과 섹슈얼리티에 대해 더욱 깊은 역사적 배경에서의 이해가 가능했던 수업이라 저는 개인적으로 만족했습니다. 해당 주제에 관심이 있고, 성적을 잘 받고 싶으신 분이라면 꼭 듣는 것을 추천합니다!"
성과 사랑의 역사,기계형,23,Spring,3.0,"중간 1번, 기말1번 치고, 그외에 전시과제가 하나 있습니다. 
처음에는 강의를 따라가기수월했고, 강의 내용에도 흥미가 있었습니다.. 그런데 점점 강의 흐름을 잡기 어려웠습니다.. 이리갔다 저리갔다..하는 느낌? 제가 내용에 흥미를 못느껴서 생긴 문제일수도 있긴합니다.. 무튼 강의력이 좋으신것같진않아요ㅠㅠ…
시험 성적을 공개해주지 않으셔서 정확한 성적을 모릅니다ㅠㅠ 저는 전시과제 참여해서 발표영상제작했습니다. 이미지 자료 하나 골라서 설명하는 1~2분정도의 영상을 만드는 간단한 과제였습니다. 성적은 A+받았습니다. 중간, 기말 성적을 몰라 자세히 강의평을 못 적는 부분이 아쉽네요..ㅠㅠ..기말시험에 논술형 문제가 있었는데, 그 문제는 서론,본론,결론 구조를 갖춰 작성했습니다!"
성과 사랑의 역사,기계형,23,Spring,2.0,"열정만 있는 수업. 조교, 수업 시간, 구조, 시험, 성적공개 등 굉장히 엉성합니다."
성과 사랑의 역사,기계형,22,Winter,5.0,"강의력이 아주 좋지는 않음. 주제에 대한 설명이 명확하게 끊어지지 않고 중언부언 길어지긴 하는데... 그래도 이만하면 좋은 편이라고 생각함. 그리고 페미니즘 불편하면 안 듣는 게 나을지도 모르겠음. 페미 얘기 많이 하심. 그리고 학생 생각 많이 해주셔서 좋았음. 하이브리드로 진행되서 좋았는데 눈도장 찍을 겸 교실 가서 들었음. 근데 이게 막 효과적이었던 건지는 모르겠..

과제는 없고 중간 기말 시험 두 번. 중간고사는 객관식에 단답형 문제였는데 객관식이 헬임. 꽤 구체적으로 나오니 지엽적인 것도 다 외워야 함. 대신 객관식이랑 단답형은 힌트라고 범위를 나름 좁혀주시니 거기 중점적으로 보면 됨. 기말고사는 객관식, 단답형, 약술형이었고 약술형은 족보 탐. 족보 없는 사람은 에타에 있는 시험 정보 확인하고 가셈. 전날 시간 없어서 족보만 봤는데 개꿀 ㄷㄷ

성적은 기말고사는 모르겠고 중간은 27/30 (평균이 20점대고 q3가 24), 올출, 학점은 A+ 받음. 나름 열심히 준비했어서 너그럽게 주시는 건지는 모르겠음. 

무난한 교양 강의~"
성과 사랑의 역사,기계형,22,Winter,3.0,"교수님이 수업에 대한 열정이 뛰어나시지만 강의력이 좋다고는 차마 말 못하겠습니다. 수업하시면서 문장을 시작할때 주제를 던지면 그 문장이 끝나기도 전에 주제가 바뀌고 결국 주제에 대한 결론 없이 설명이 진행되어서 수업을 듣기 매우 난해했습니다. 약간 A를 설명할거라고 문장을 시작하시고 갑자기 B주제얘기를 하시더니 결론적으로 A, B 둘 다 설명하지 않고 말씀을 끝내버리시는 느낌...이 느낌이 한 달 내내 계속되다가 학기가 끝났습니다. 결과적으로 학점은 잘주시고 ppt만 보고 공부해도 시험문제는 거의 다 풀 수 있지만, 강의를 듣는것이 별 도움이 안된다고 느껴져서 크게 좋은 강의다 라고 얘기하진 못하겠습니다.
또 한가지 아쉬운 점은 교수님이 여성이어서 그런지 모르겠지만 페미니즘 사상을 최대한 숨기려고 노력하시는 것이 느껴졌으면서도, 주제가 성과 사랑의 역사인 만큼 역사속에서 여성의 박해만 다룰 것이 아니라 남성의 강제 징집이나 남성성의 강요같은 남성과 관련된 주제도 동일하게 다뤄졌으면 교수님이 표면적으로 추구하는 가치관에 더 부합하는 강의가 되지 않았을까하는 아쉬움이 있습니다.
교양과목으로서 부담없이 좋은 학점을 챙겨가고싶은 사람들에게는 추천합니다. 하지만 명강의라고 느낄만한 수업구성이나 내용은 아니라는 것을 저는 개인적으로 느꼈습니다...그럼에도 불구하고 수업에 대한 열정은 뛰어나십니다."
성과 사랑의 역사,기계형,22,Winter,5.0,"계절학기에 들으면 로드도 없고 중간 30% 기말 50%로 편하게 수업만 들으면 됩니다...! 성철윤도 살짝 들어보았었는데, 개인적으로 개념이나 강의 흐름이 야악간 산발적이고 생각보다 재미가 없어 드랍을 했습니다. 성사역은 아무래도 고대 그리스부터 시작하여 역사적 흐름과 함께 성, 젠더, 섹슈얼리티의 변천을 다루기에 훨씬 이해도 편하고 흥미도 있었던 듯합니다. 조금 민감하거나 외설?적이게 느껴질 부분도 교수님이 재치있게 다루셔서 전혀 불편하지 않았고 오히려 교수님의 열정이 잘 느껴져서 좋았어요! 정말 '역사'를 다루기에 특정한 관점이나 의견을 강요하지도 않습니다. 중간고사의 경우 객관식과 단답형이었는데, 단답형은 수업 시간에 비중 있게 다루었거나 기초 상식 수준 선에서 출제하셔서 쉬웠지만 객관식은 꽤나 지엽적으로 느껴졌습니다. 연도 같은 건 안 외워도 된다 하셨는데 세기는 외워가야 해요 ㅎㅎ... 그래도 강의 내용과 PPT에서 출제되고 또 비중이 기말보다 작아서 못 봐도 너무 걱정은 안 하셔도 될 것 같습니다. 기말고사는 객관식, 약술형, 논술형으로 개인적으로는 수업을 열심히 듣고 전체적인 내용과 흐름을 이해한다면 중간보다 훨씬 쉽고 점수 따기도 편한 것 같아요. 동성애나 섹슈얼리티에 관한 시대적 관습, 규정, 시선 등에 흥미가 있으면 정말 재밌게 들을 수 있고 그게 아니더라도 적당히 학점 채우기에도 괜찮은 수업 같아요. (수업은 실시간 비대면 중심, 가끔 대면으로 진행되었습니다)"
성과 사랑의 역사,기계형,22,Winter,5.0,"교수님께서 학생들을 많이 이해해주십니다! 중간고사와 기말고사 직전에 교수님께서 중요한 부분을 다시 강조해주셔서 도움이 되었습니다. 평소 잘 생각해볼 일이 없고, 자칫하면 민감할 수 있는 성과 사랑이라는 주제에 대해 공부할 수 있어 좋았습니다."
성과 사랑의 역사,기계형,22,Fall,5.0,너무 친절하시고 학점도 너그러우신 듯 합니다. 시험 문제도 미리 어디서 나오는지 알려주시기 때문에 시험 부담도 적습니다. 수업 참여를 꽤나 중요하게 생각하시는 듯 하니 전시에 참여하는 것을 추천드립니다! 학점과 별개로 전시를 꾸릴 수 있는 너무 좋은 기회였습니다. 중간 망해서 b+만 나와도 감사할 것 같다고 생각했는데 a+ 받았어요. 모두 성사역 들으세요!
성과 사랑의 역사,기계형,22,Fall,5.0,"전반적으로 만족한 수업! 초반 수업 내용은 개인적으로 살짝 지루해서 드랍을 고민하였으나 수업 후반부로 갈수록 흥미있는 부분도 생기는거 같아요 일단 과제 없고 비대면 위주로 수업(간혹 대면 있음)해 로드가 없어서 좋았고, 무엇보다 교수님이 넘 따뜻하신 분입니다! 시험은 중간 4시선다+주관식/ 기말 4지선다+주관식+논술형(4시선다 비율 적음)이었고, 시험 전 주에 집중해서 봐야할 부분을 요약정리?해주십니다! 하지만 그 부분만 보면 안될 수도..그리고 유독 4지선다가 너무 헷갈려서 만만하지 않아요. 이번학기는 전시 진행도 해서 플러스 점수 받을 수 있는 기회도 있었습니다. 

아무래도 역사이다 보니 수업 내용이 명확하게 이해되지 않는 부분도 있고 아주 깔끔한 수업이라 할 수는 없지만 모르는 부분 질문하면  친절하게 다 대답해주시고 성적도 잘 받아서 만족한 강의입니다 :)"
성과 사랑의 역사,기계형,22,Fall,5.0,"우선 학생에 대한 배려를 굉장히 많이 해주시는 분입니다
아주 깔끔한 수업이라고는 할 수 없겠지만, 교수님 나름대로 연구나 수업에 대한 고민도 자주 하시고 더 나은 결과물을 만들기 위해 노력하시고 계신 것 같습니다
배우는 내용도 유의미했어요"
성과 사랑의 역사,기계형,22,Spring,5.0,"재밌고 교수님이 친절하세요
굳이 조별모임을 꼭 참석할 필요는 없으니 부담 없어도 돼요"
성과 사랑의 역사,기계형,22,Spring,5.0,여름 계절로 수강하였습니다. 교수님 친절하시고 과제도 크게 부담 없습니다. 중간 기말 두번 봤고 시험 전에 교수님께서 정리해주시면서 문제 알려주십니다. 미리 수업시간에 중요하게 언급하시는 것들 적어두고 전날 피피티 보면서 공부하시면 시험 잘 보실 수 있어요. 수업시간에 열심히 참여하는 편은 아니었지만 과제 내고 중간 기말 벼락치기로 좋은 성적 받았습니다!
성과 사랑의 역사,기계형,22,Spring,5.0,"여름학기 수강생입니다. 로드 요약과제 하나 있고요. 시험문제 교수님이 다 알려주십니다. 저같은 이과 머저리도 에이쁠나오네요. 원래 강의평 보면 살아남은 자들이 여기에 적는데, 살아남으실 가능성이 크다고 미리 알려드립니다. 평소 수업태도를 많이 보시는 것 같습니다. 교수님과 아이컨택이나 대답에 적극적으로 반응하시면 성적이 잘 나올 것을 미리 알립니다. 교수님 성품도 온화하시고 너무 좋으십니다.!!! 끝나고 나서 배울 점이 많다라는 생각도 드네요."
성과 사랑의 역사,기계형,22,Spring,5.0,"교수님이 너무 인자하시고 따뜻하시고 엄마 같으세요 🥺❣️ 과제도 거의 없었고, 평소 수업 참여도를 많이 보시는 듯합니다! 시험 공부도 하나도 안했는데 대면 수업 자주 참석했더니 에쁠 주셨어용 ,, 시험도 오픈북에 고작 서술형 두문베로 넘우 쉬운 것 ,, 관악 최고의 꿀강이라고 자부해요 이 수업 들은게 이번 학기에 제일 잘한 일 같아요 ❤️"
