지구과학야외실습,김지혁,23,Fall,5.0,"갓 그 자체 
학점을 후하게 주시고 수강생 입장을 고려해 주십니다"
천체지구과학 및 실험 2,권우진,23,Fall,5.0,"훌륭하신 인품의 교수님 덕분에 즐겁게 공부할 수 있는 강의입니다. 특히나 삶과 죽음이 담긴 아름다운 갤럭시에 대한 명연설을 아직까지 잊을 수 없습니다! 천문대에 가서 천체를 관측하는 과제가 바로 천체지구과학 2의 꽃이라 할 수 있습니다. 추운 겨울밤 벌벌 떨며 관측을 해야 하지만 그래도 잘 찍으면 천체사진이 마음을 울리기 때문에 충분히 가치있는 과제입니다. 다만 후술할 사건들이 수강생들을 고통에 몸부림치게 했습니다. 이번학기 관측은 나사빠진(진짜 빠짐) 장비와 천문대 침수로 인한 밧데리 대숙청, 이에 더한 가대와 카메라의 파업까지 온갖 스펙타클한 사건들로 가득했던 관측이었습니다. 마치 장비들이 추운 겨울 자신들을 겨울의 추위에 방치한 채 뜨뜻한 손난로를 쥐고 오리털 패딩으로 몸을 두른 인간들에 대한 혐오와 증오를 표출한 듯한 느낌을 받았습니다. 장비들의 동사를 방지하기 위해 가대 전용 패딩과 난로를 마련하여 장비들의 복리후생을 증진하는 복지 정책이 하루빨리 시행되어야 할 것입니다."
천체지구과학 및 실험 2,권우진,23,Fall,5.0,"1. 교수님의 인품이 매우 좋으십니다. 수업 시간에나 수업 외적으로나 최대한 학생 입장에서 생각해주시는 것이 느껴집니다. 2. 수업은 굉장히 잔잔하다는 느낌을 받았습니다. 교수님의 조곤조곤하신 목소리+아침 강의라 약간 졸릴 수도 있지만 강의력은 무난하신 편입니다. 3. 관측 과제가 이 수업의 가장 힘든 부분입니다. 기기가 제대로 작동하지도 않고, 추운 날씨에 밤을 새며 학교에 남아 있어야 하는데, 정말 많이 스트레스 받습니다. 다만 이건 교수님께서 어떻게 control하실 수 있는 부분이 아니라 어쩔 수 없다고 하시네요 ㅠㅠ 4. 수업 내용 자체는 간단하고 쉬운 편이나, 정확하게 이해하려면 이론적 배경을 잘 갖추고 계셔야 합니다. 천지실 1을 열심히 했다면 보다 이해가 쉬울 수 있겠습니다. 5. 시험은 족보와 유사하지만 한두 문제 정도 신규 문항이 있습니다. 아마도 여기서 점수가 갈리는 것으로 보입니다. 문항의 난이도는 족보임을 감안하지 않고 봐도 쉬운 편입니다. 내용을 잘 훑고, 계산 실수를 하지 않는다면 충분히 고득점이 가능한 시험입니다. 6. 아래 강의평에 있는 대로 기말 점수가 공지되지 않는 점은 아쉽습니다. 7. 중간 q4, 기말 모름, 관측 과제 n점 감점, 결석 3~4회로 A+ 받았습니다."
천체지구과학 및 실험 2,권우진,23,Spring,3.0,"미스터 권. 그는 매우 훌륭하다. 하지만 관측. ㅋㅋ 말을 아끼겠다. 교수님이 수업을 늦게 끝내주시는거만 빼면 뭐 나머지는 괜찮음. 왜냐면 시험이 족보를 겁나 많이탐. 걍 한 문제 정도만 바꾸고, 나머지는 그대로 나옴. 근데 천체가 그냥 원래 어려워서 그렇게 시험이 나와도 변별력이 있음..ㅎㄷㄷ"
천체지구과학 및 실험 2,권우진,21,Fall,3.0,"원빈.. 아닌 원반 교수님. 끝내기 이후의 Extra slide. 《Apdo》당했다. 혼돈의 카오스."
천체지구과학 및 실험 2,권우진,21,Fall,5.0,"수업 끝나는 시간만 좀 지켜주시면... 30분 연장은 좀 심함 그거 말고는 다 좋음"
천체지구과학 및 실험 2,권우진,21,Fall,5.0,새로온 조교가 쌉스러웠던 거 빼면 만족스러웠던 강의
천체지구과학 및 실험 2,권우진,21,Fall,4.0,교수님이 좋으시긴 하나 자꾸 수업시간을 넘기심... 망원경 개수가 한정되어있다보니 한 번에 관측을 올라갈 수 있는 인원이 제한되어 있는데 관측이 날씨운이라는 점은 좀 짜증남. 시험 문제는 크게 군더더기 없고 합리적인 편임.
천체지구과학 및 실험 2,권우진,20,Fall,3.0,관측을 해야하기 때문에 매우 짜증나는 과목. 중간고사는 점수를 알려주시지만 기말고사 성적과 등수 아무것도 알려주시지않음 이게 지학과 특이긴하나 타전공 들어보면 얼마나 말도 안되는 일인지 알 것임. 교수님은 좋다
지구과학실험,이은영,21,Spring,5.0,그냥 말이 필요 없습니다. 조교님 진짜 최고에요! 매주 과제가 있는데 수업 들으면 끝나고 바로 해서 1시간도 안 걸립니다. 또 정확한 답이 아니더라도 합리적으로 추론했다면 점수 잘 주세요. 그리고 실험 내용이 뭐랄까.... 낭만이 있달까.....? 암튼 퇴고입니다.
지구과학실험,이은영,21,Spring,5.0,조교님이 최곱니다. 실용적이고 흥미로운 내용에 개그까지 곁들이셔서 마치 수업이 아닌 인터넷 방송을 보는듯한 착각을 불러일으킵니다. 보고서 쓸때도 시험기간에는 데드라인 늘려주시거나 순식간에 끝낼수 있는 내용으로 주십니다. 수업 들을 때 집중하고 출석만 잘하면 학점도 정말 잘나와요. 꼭꼭 들어야할 명강의
지구과학실험,이은영,21,Spring,5.0,"매학기 조교님 따라 다르겠지만 곽조교님은 갓갓. 이번에 들은사람들은 진짜 행운인것 같음"
지구과학실험,이은영,21,Spring,5.0,"엄청 재밌었음 이거 조교 매번 바뀐다고 하긴 했지만 그래도.. 이거 안들으면 ㄹㅇ 손해보는거임"
지구과학실험,이은영,21,Spring,5.0,"저는 좋았습니다. 재미도 있고요 일단 ㄱㅂㄷ 조교님이 짱이어서... 사람바뀌면 사실 잘 모르겠음"
지구과학실험,이은영,21,Spring,5.0,우리 조교님이 찬양받으시길래 지학과 사망년 왔다감니당 총총🤭
지구과학실험,이은영,21,Spring,5.0,"조교님은 매년 달라지지만, 곽*대 조교님은 사랑이십니다. 고등학교 때 지구과학을 한번도 접한 적이 없던 제게 지구과학이 얼마나 재밌는 과목인지를 일깨워준 수업입니다. 특히 조교님 점수도 후하게 주시고 부담도 덜어주려 노력하시고 설명도 재밌게 해주셔서 '이런 강의 언제 또 들을 수 있을까' 하는 생각을 참 많이 하고, 심지어는 금요일 수업이 기다려집니다. 조교님이 꿀강 뭐 그런걸 넘어서 그냥 너무 좋으십니다. 저도 대학원에 가서 조교를 한다면, 또는 다른 일을 한다고 해도 곽*대 조교님 같은 사람이 되고싶네요...!"
지구과학실험,이은영,21,Spring,5.0,매년 조교가 달라져서 의미없긴 하지만.. 곽*대 조교님은 진짜 씹갓이다.. 그냥 이렇게 재밌는 수업을 대학에서 듣는다는거자체가 꿀강이고 너무 착하심. 조교님같은 인품을 가진 사람이 되어야겠다.
지구과학,이은영,21,Spring,5.0,모두가 알고 있다... 이 수업은 실험 수업이 레전드라는걸... 물론 본수업도 좋습니다. 다만 생각보다 시험범위가 넓어서 미리미리 공부하셔야 합니다.
지구과학,이은영,21,Spring,5.0,문과도 공부하기 쉽고 점수 얻기 쉬운 과목 근데 교수님 말씀이 좀 답답함
지구과학,이은영,21,Spring,3.0,"한 시험당 외워야 할 ppt가 300페이지정도 됩니다. 내용은 쉬운편이나, 수시로 복습하지 않으면 공부할 때 부담이 될 수 있는 양입니다. 교수님은 매우 친절하시며, 수업은 마치 고등학교 지구과학 수업을 듣는 것 같았습니다."
지구과학,이은영,21,Spring,4.0,"수업은 살짝 집중이 안되는 면? 이 있으나 수업 안 듣고 ppt만 봐도 시험 보는데 전혀 문제 없음. 과제도 따로 없고 로드는 매우 널널. 시험 점수에 비해 학점도 괜찮게 주신것 같음"
지구과학,이은영,21,Spring,4.0,재미는 잘 모르겠는데 수업은 열심히 준비해오심 ppt 암기하는게 젤 중요함 한 시험당 300페이지 정도 나오는데 적당히 잘만 외우면 객관식은 술술 풀고 단답식도 다 풀 수 있음
지구과학,이은영,21,Spring,5.0,"교수님 엄청 착하시고 좋습니다!! ppt는 시험 한번당 300페이지 정도 되는데, 고딩때 지구과학 안하시고 오면 3일, 하고 오셨으면 이틀이면 다 외우니 걱정마셔요"
지구과학,이은영,21,Spring,5.0,"출결은 ㄹㅇ 랜덤이고 없으면 ㅈ망 수업 내용 자체는 좋으며 지구과학 안한 나도 중간은 거의 다 맞음 내용도 쉽고. 셤도 쉽고 지구과학 시럼은 개꿀이라 둘이 같이 듣기에 부담 전혀 없음. 그리고 나중에 피피티 양이 많아지는데 그날 배운건 그날 복습하기를 바람! 그리고 너무 지엽적이게는 안나오니까 크게크게 공부하시길!!"
지구과학,이은영,21,Spring,4.0,진짜 딱 학교쌤느낌 ㅋㅋㅋ 듣다보면 호감임. 강의력이 엄청 좋다고 할수는 없지만 워낙 개판인 분들이 많아서 이정도면 들을만한 수업이라고 생각합니다.
지구과학,이은영,20,Fall,5.0,"수업이 좀 루즈합니다. 많이 졸려요. 이외의 단점은 없는 것 같아요. 수업 내용도 무난하고, Q&A도 잘 해주십니다. 시험은 PPT를 외우면 돼서 큰 부담도 없어요. 부담 없이 학점/평점 채우기 좋은 수업인데, 그렇다고 배우는 내용이 아예 없지도 않은 좋은 수업입니다."
지구과학,이은영,20,Fall,5.0,"솔직히 교수님 강의력이 엄청 좋으신 편은 아니었어요 단조롭고 느리게 말씀하셔서 집중은 잘 안 됐는데 그래도 강의 내용 자체는 잘 구성되어 있고, 잘 듣기만 하면 설명도 친절하게 해주셔요 교수님 엄청나게 착하세요 깐깐함이라곤 1도 없었고 그냥 줌으로 강의만 하시는데도 왠지 중고등학교 쌤처럼 친근하게 느껴졌어요 시험문제도 너무 지엽적이거나 어렵지 않으면서도 변별력 적당히 있었어요. 성적도 후하게 주신 것 같아요 과제도 전혀 없고 전반적으로 아주 만족입니다"
지구과학,이은영,20,Fall,5.0,과제 없이 시험 q3 q3 A+ 먹었어요 감사합니다
지구과학,이은영,20,Fall,5.0,비대면이고 수업도 피피티 내용과 똑같이 진행되어 수업을 들은 건 몇 번 안 들어도 시험 전에 피피티만 보고 시험공부 해도 충분합니다 시험 난이도가 그렇게 어렵지도 않고 성적도 매우 후하게 주셨네요 이건 교수님께서 코로나로 평소보다 더 후하게 주신다고 하긴 하셨어요 수업이 엄청 집중되는 편은 아니지만 나쁘지 않아요
지구과학,이은영,20,Fall,5.0,"피동형 표현의 여신. ~~하게 되게 되었습니다.가 수업의 절반. 강의 내용은 지루하지만 ppt암기만 잘하면 시험 무난히 치를수 있음. 가끔씩 랜덤 출결 부르는것만 조심하면 돼서 개인적으로 꿀강이라 생각함."
지구과학,이은영,20,Fall,3.0,"강의력은 ㅎㅌㅊ. 하지만 ppt로 시험을 보며, 시험이 모두 암기 문제들이라 수업은 안 듣더라도 ppt만 외우면 시험 잘 봄. 시험도 쉽고 ** 과제가 아예 없음 ㅋㅋㅋㅋ"
지구과학교육론,차현정,23,Spring,5.0,3학년 1학기 전필과목 중 가장 배우는 게 많은 강의.
지구과학교육론,차현정,21,Spring,5.0,교수님 감사합니다... 압도적으로 감사합니다...
지구과학교육론,차현정,20,Spring,5.0,"수업을 열심히 준비해 오신다. 차현정 교수님이 지교론을 맡으셨을때 빨리 들어야한다."
천체지구과학및실험 1,권우진,23,Spring,5.0,"교수님께서 친절하시고 학생들의 질문을 좋아하십니다. 수업시간을 오버하여 끝내는 경우가 간간이 있으 실험 수업이 빨리 끝나기 때문에 전체적으로 빨리 끝나는 수업입니다. 수업 내용에 비하여 시험을 쉽게 출제되며 학점도 너그럽게 주십니다."
천체지구과학및실험 1,권우진,21,Spring,4.0,열정도 좋으시고 수준도 빠짐없이 다루지만 부담스럽지는 않게 잘 다루어주심. 실험 또한 관측이 흥미로워 즐겁게 수행했음. 적폐가 판을치는 지구과학교육과 전공 중 군계일학. 다만 교수님께서 열정이 과다하셔서 수업시간을 잘 못지키시고 조교시간을 흡혈하시는 경향이 있어 별 4개. 비대면이니 망정이지 대면이었다면 이래저래 후속 일정에 지장을 가게 할만한 습관이시다.
천체지구과학및실험 1,권우진,21,Spring,4.0,서기원 교수님과 더불어 지학과의 긍정적인 세대교체
천체지구과학및실험 1,권우진,20,Spring,5.0,"교수님이 인자하시고 착하십니다 성적은 첫해라 그런지 몰라도 잘주십니다"
천체지구과학및실험 1,권우진,20,Spring,3.0,"출결: 직접호명과 전자출결 혼용해요. 보통 수업시작 전에 한번 하고 , 수업 끝날때 지각생 부르는데 지각생 출첵 깜빡하시면 줌 기록 확인하셔서 하시는거같아요  강의: 졸림  시험: 어려움 (아마 족보가없었기때문이아닐까?)  학점: 권우진! 권우진! 권우진! 권우진! 권우진! 권우진! 권우진! 권우진! 권우진! 권우진! 권우진! 권우진! 권우진! 권우진! 권우진! 권우진! 권우진! 권우진! 권우진! 권우진! 권우진! 권우진! 권우진! 권우진! 권우진! 권우진! 권우진! 권우진! 권우진! 권우진! 권우진! 권우진!"
지구과학 커뮤니케이션,이민구,22,Spring,5.0,아니 시험없고 과제만 있으면 이 정도 로드는 ㄱㅊ지
지구과학 커뮤니케이션,이민구,22,Spring,1.0,이 강의를 듣고 암이 치료되었습니다! 꼭 들으세요!
지구과학 커뮤니케이션,이민구,22,Spring,1.0,이 강의가 커뮤니케이션이 있다고 말하는 것은 와플대학도 대학교라고 말하는 것과 같다.
지구과학실험,박지은,19,Fall,5.0,"A+ 너무 달아~~~~~~~~~ 물론 실험과목이니 레포트가 있음"
지구과학실험,박지은,19,Spring,5.0,쉽고 편한 실험과목. 조교님이 수업도 일찍 끝내주시고 출석체크도 늦게 하셔서 모든 게 널널하다.
지구과학,박지은,19,Fall,5.0,"솔직히 과제 아예 없고, 중간 기말만 봄, 전자출결이라 출튀도 가능하다는 점에서 꿀인 편이라고 생각함. 물론 밑 사람 말처럼 시험범위 양은 꽤 방대한데, 다른 문과 교양도 들어본 사람 입장에서는,  공부를 못할 정도로 양이 무지막지한거도 아니고 토씨 하나 틀림 없이 달달 외워야 되는 것도 아니라서 할 만은 하던데,,, 그건 개인적인 취향 차이가 있을테니 뭐. 근데 과제 아예 없으면 시험 범위 방대한건 참을 수 있던데 교수님이 수업을 잘 못하시긴 하는데, 설명을 어버버거리고 이런건 아니고 그냥 조곤조곤 말씀하시는 스타일. 수업 듣기 힘든 목소리인건 맞음ㅋㅋㅋㅋ 근데 앞자리에서 열심히 들을 사람이라면 여기서 학점 따가는것도 괜찮은 방안이라고 생각함. 시험은 ox, 단답형, 서술형 나오는데, ox랑 단답은 조금 지엽적인 것에서도 나오는데, 저 구석에 가르치지도 않은데에서 내고 이런건 아님. 수업 안 들은 사람이랑 출튀자가 워낙 많아서 시험이 지엽적이라 느끼는 사람도 많은거 같은데, 수업 적당히 들었으면 엥?까지는 아님. 그리고 밑에 분 지협이 아니라 지엽임.  결론: 학점 따는거 연연하는 사람이고, 암기 잘하면 개꿀 수업 시험공부량 많은게 거의 유일한 단점."
지구과학,박지은,19,Fall,2.0,"교수님 강의력이 정말... 후... PPT도 중간중간 오타에 지2 수능으로 본 사람들이라면 봤을법한 그림들에 심지어 나무위키까지 차용하신다 약간 보다보면 ㄹㅇ 이게뭐지 싶다 문제 거의 all 서술형에 킹지협이다 그림 개쪼그만거 갑자기 시험에 내신다 그림까지 다 외우셈 시험범위도 더럽게많다 기말범위 PPT 장수 어림잡아 세어보니 300장 족히 넘어감 거짓말아니고ㄷㄷ 중간범위도 200장은 훨씬 넘었던걸로 기억함 심지어 점수도 보아하니 부분점수따위 없는거같다 1학기땐 중간기말점수 공개도 안하고 바로 학점공개로 넘어가버리셨다고 한다 2학기는 그나마 점수공개라도 하셨다 근데 중간고사 점수공개를 1달도 더 지난 후 해버리셔서 문제지 근데 ㅅㅎㅈ교수님이 그렇게 노답이라고 들어서... 사실 본인 만날 출튀하고 공부도 하루컷해서 (지2했다고 나댔다가 지2를 다까먹어서 망함) 학점 개조지긴했는데 지실이 개꿀이라 뭐 혹은 들을게 없어서 지구과학을 굳이 들어야 한다면 그으으으으으나마 이 교수님이 나은거같다 만약 에이대 원하면 출튀 너무 하지마시고 수업도 들으시길 안그럼 나처럼 개조짐 근데 시험범위 존많아서 다신하기싫어서 걍 안고 간다  결론 : 지실 개꿀에 넘어가지말고 다른걸 선택할 수 있다면 차라리 다른 과학교양 선택해서 듣자"
지구과학,박지은,19,Fall,5.0,ㅅㅎㅈ 교수 들은 사람들은 호구. 지2 수능쳐서 유리했음.  전자출결이라 출튀가능. 본인은 중간기말 둘 다 q2+30점 넘기고 A +  받음
지구과학,박지은,19,Spring,5.0,"수능 지2 봤으면  꼭 듣고 아니어도 과제,팀플 없어서 좋아요"
지구과학,박지은,19,Spring,4.0,"출첵은 빡센 편인데 출튀는 가능 지2 공부했던 사람은 중간,기말 공부하기 편할 건 같다. 물론 지2 아닌것도 나오긴 한다. 이 수업과 함께 듣는 실험의 메리트가 다른 과학실험에 비해 워낙 커서 그것만으로도 충분한 역할을 했다고 생각한다."
지구과학,정성표,18,Fall,5.0,"직접적으로 수업에서 쓰는 교재는 없고  강의자료를 올려주시는데 그걸 뽑아서 수업을 들으면 됩니다. 과제는 아예 없었으며 중간 40, 기말 40, 출석 10, 태도 10으로 태도는 왠만하면 만점 출석도 결석만 보시는것 같습니다. 수업은 강의자료 위주로 진행하시며 시청각자료를 많이 준비해주셔서 수업이 재밌습니다. 특히 수업 시간에 약간 다루는 내용에 아주 살짝 관련된 지식??을 이야기해주시는데 시험에서 이를 다루는 경우도 있습니다.  시험우 교양 지구과학에 가장 맞는 취지로 내주십니다. 공부를 안하면 못풀지만 엄청난 노력이 필요하지 않는? 수업 열심히 듣고 시험기간에 자세하게 한번 보면 80프로는 풀수있게 내주십니다. 별개로 교수님의 인격이 너무 훌륭하셔서 수업이 끝난게 너무나 아쉽네요ㅎㅎ 지구과학 싫어했는데 덕분에 재미를 찾았습니다. 지구과학을 들어야 한다면 정성표 교수님을 추천드리고 싶습니다!!"
지구과학,박수인,17,Fall,1.0,"한마디로 정리 가능합니다. 그냥 이 수업은 듣지 말았어야했다!"
지구과학,박수인,17,Fall,1.0,"수업에 할 말을 잃음 이보다 최악이기 쉽지 않음 그냥 거르는게 답인듯"
지구과학야외실습,최변각,20,Fall,1.0,타학기에비해 상대적으로 꿀빨긴했지만 학점을 잃었다. 채점을 했는지 의문.
지구과학야외실습,최변각,20,Fall,1.0,학점 기준은 알려주고 학점내라 ^^ㅣ바 너 그러다 나한테 죽어
지구과학야외실습,최변각,20,Fall,2.0,"듣지말라면 듣지마라 옛 어른들 말씀은 틀린게 없다"
지구과학야외실습,최변각,20,Fall,2.0,시험 성적 하나도 공개 안하다가 학점 입력 마지막날에 학점만 딸랑 알려주는게 뭐하는 짓인가 싶음. 그래도 답사땐 꿀빨아서 2개 드림
해양지구과학 및 실험 2,박경애,21,Fall,1.0,Catastrophic 하지만 해양1으로 단련된 여러분의 멘탈과 저항력은 적당히 이겨낼 수 있을 것.
해양지구과학 및 실험 2,박경애,20,Fall,3.0,실험이 매우 귀찮으나 이론은 로드가 없다고 봐도 무방하다. 가르쳐주시는 게 없어 혼자 공부해야하고 시험은 공부한걸 그냥 적고 오면 된다. 학점은 뭐 그냥저냥 노력한만큼 준다
해양지구과학 및 실험 2,박경애,20,Fall,1.0,수업을 듣지 않으니 정말 유익한 시간이었읍니다.
해양지구과학 및 실험 2,박경애,20,Fall,1.0,이딴 강의를 나중에 들어야할 지학과 학생이 불쌍할뿐
대기지구과학 및 실험 2,박경애,20,Fall,1.0,학부 3학년 수업시간에 근의공식 가르치고 있음 ㅋㅋㅋㅋ
대기지구과학 및 실험 2,박경애,20,Fall,3.0,배우는 건 없지만 학점은 퍼줌 해양보다 대기는 유독 가르치는 열정이 덜하시다
대기지구과학 및 실험 2,박경애,20,Fall,1.0,쓰레기과목이지만 안들을수도 없음. 대학교와서 배우는 전공이 이딴거라는게 안믿김
고체지구과학 및 실험 2,최변각,21,Fall,3.0,"https://youtu.be/W2-u1SgN5bU 최변각 교수님 많이 사랑해주세요~"
고체지구과학 및 실험 2,최변각,21,Fall,5.0,"시험을 다같이 잘 봐야 성적을 잘 줌 경쟁하지 말고 다같이 스터디하세요 ㅎㅎ"
고체지구과학 및 실험 2,최변각,21,Fall,5.0,누가 우리 각버지를 욕하느냐.. 최변각 교수님 사랑합니다.. (조금 까칠하시긴 하지만..) 지질2 성적 = 최고의 크리스마스 선물
고체지구과학 및 실험 2,최변각,21,Fall,4.0,설렁설렁 들을만해...족보를 잘 구하시길.......
고체지구과학 및 실험 2,최변각,20,Fall,1.0,걍 븅딱같은과목임 박경애 교수님은 학점이라도 잘주지 가르치기도 못해 학점도 안줘 좋은 점이라고 찾아볼 수 없음
지구과학실험,송호장,20,Fall,4.0,"지실이 개꿀이라 해서 들었는데 개꿀인지는 잘 모르겠어요. 고등학교때 지구과학을 안해서 그런지 보고서 쓰는 것도 타 실험과 비교해서 딱히 쉽지 않았고 성적도 기대만큼 잘 주시지 않았어요. 밑에분이 수업 대충한다고 하셨는데 수업이 30분 넘어간 적이 없는건 트루. 근데 설명을 잘하셔서 나름 괜찮았고 보고서 쓸 때 필요한 내용은 다 알려주셨어요. 금요일에 이거 하나만 들으니까 semi 금공강 느낌이어서 좋았어요."
지구과학실험,송호장,20,Fall,1.0,"이번 학기 조교들이 레전드였음. 수업 준비도 성실하게 안해오고.. 솔직히 내가 수업해도 더 알차게 할 수 있을 수준.. 진짜 구 조교님들이랑 비교하기 싫은데, 본인들 수업은 설렁설렁하면서 학점은 전대미문 깐깐하게 줌 ㅋㅋ 맘 같아서는 욕 박고 싶었으나 인간의 탈을 쓰고 차마 그렇게 할 수는 없어서 마음 다스림. 참고로 본인 웬만한 수업에도 싫은 소리 안 하고 넘어가는데, 이번 지실은 정말 전설의 레전드라 강평 남김. 별 1개 주기에도 존나 아까움"
지구과학실험,송호장,20,Fall,5.0,개꿀강 대형강의라 존버만 하면 드랍자들 덕분에 비마부터 시작하고 확실히 노가다성 과제가 많아서 성실하기만 하면 에쁠 뜸 거의 매 과제마다 엑셀을 사용해서 사실 지구과학보다는 엑셀 능력만 느는 듯
지구과학실험,송호장,20,Fall,4.0,그렇게 빡센 편은 아닌데 노가다성 과제가 많음. 해보면 알 것임. 예전에는 지실이 꿀이라 지과 듣는 느낌이었는데 비대면하는 요즘에는 그 메리트가 사라진 듯함.
지구과학실험,송호장,20,Fall,5.0,"다른 실험 수업에 비해 부담이 확실히 적긴 한데, 피드백도 없고 채점 기준도 없고 그래서 편한 수업이긴 하지만 꿀강까지인지는 잘 모르겠음"
지구과학실험,송호장,20,Fall,3.0,"갑자기 변별 ㄹㅇ 1학기에 들은 내 친구보다 열심히 썼고 결과물도 걔보다 훨씬 좋았는데 걔는 A+ 나는 A0.. 이번에 들은 친구들이 너무 열심히 한건가?"
지구과학실험,송호장,19,Fall,5.0,출석 잘하고 보고서만 늦지 않게 내면 A+ 줌 ㄹㅇ 개꿀교양
지구과학실험,송호장,19,Fall,5.0,개꿀강 ㅋㅋ교양 지구과학들으면서 이거안들으면 개 흑우임
지구과학,송호장,18,Fall,1.0,"강의력 최악 그 자체 학점도 개짬 본인은 Q2 두번으로 C+"
지구과학,송호장,20,Fall,5.0,"송호장 교수님 은근 귀여우세요.. 저는 정말 재밌게 들었습니다! 제가 알기론 작년에는 지구과학 전반에 대해 수업하신 걸로 알고 있는데, 이번엔 코로나의 여파로 기후변화 부분만 깊게 다루셨습니다. 교재가 읽기 까다로웠던 거 제외하면 정말 만족했던 수업입니다"
지구과학,송호장,19,Fall,1.0,"강의력 및 전달력 낮음, 시험 부분점수 없음, 기준도 알 수 없음, 수업 시간에 다뤘거나 과제로 나온 건 다 공부해야 함. 시험도 족보가 없으면 불리. 과제도 이전에는 없었다고 하는데 3번 정도 나옴(간단한 수준). 지구과학 들을 거면 다른 교수님 들을 것을 추천."
지구과학,송호장,19,Fall,1.0,"수업 열심히듣고 필기도 열심히하고 한번결석했는데 씨제나옴 (중간은 평균 기말은 모름) 성적을 제외하고 써보면 강의 자료가 존재하지않아서 혼자 공부하는게 불가능하고, 수업듣고 필기해도 판서와 말씀하시는게 전달력이 낮아서 진짜 듣기힘듦. 난 어차피 졸업하려고들은거라 학점 상관없긴함. 그래도 열심히들었는데 족보가없어서그런지 시험 부분점수도 없고해서 망한듯"
지구과학,송호장,19,Fall,1.0,"어휴 송호장 정말; 중간은 평균 간신히 넘기고 기말은 안알려줬는데 B+입니다.  누가 결석 3번에 B0 받았다 하는데 아마 그사람 A0였다가 세 칸 내려서 B0라는 거 같아요. 제거랑 비교했을때 대충 맞는거같아요. 출석 5%라고 하는데 그럴 수가 없음 ㅎㅎ 직접호명이고, 실제시간보다 살짝 빨리 체크합니다. 미친놈. 지구과학2 선택자들에게 너무 유리합니다. 과제가 없다가 생겼어요. 두번인가 세번인가.. 대충 위키백과 복붙하시면 돼요. 이만. 시험은 족보 없으면 바보입니다^^"
지구과학,송호장,19,Fall,1.0,하; 두번다평균이상인데 씨쁠임  절대평가면 적당히 하던가
지구과학,송호장,18,Fall,1.0,"수업 듣지 않아도 몇명은 에이쁠인 신기한 수업.... 지투러는 개꿀이에요  강의력은..........."
지구과학,송호장,18,Spring,2.0,"강의력은....발음은....판서는....  대출출튀한번도 안했지만 지구과학 제대로 배운적없는사람보다 대출출튀몇번했는데 지투공부 하고온 사람이 압도적으로 성적잘받습니다 절평이긴 하지만 여기서 현타와서 드랍왜안했나 두고두고후회했는데 미리생각하길추천 지투를했다면 꿀강이될꺼고 안했다면 스트레스가 될거임"
지구과학,송호장,18,Spring,2.0,"국내 최고의 멈블링 벌스를 구사하는 신세대 렉쳐러. 그의 딜리버리가 궁금하다면 슈퍼비의  Kim Hoonki Vert(Skit)을 듣고 받아쓰기를 해보아라. 80퍼센트 이상이 들리지 않는다면 가망이없다. 보통 사범대학생들이 많이 들을텐데 앞에 해당된다면 지구과학은 포기하고 물리학1이나 컴개실, 수및2를 들어라.  그러나 이렇게 힙한 그도 출튀와 대출 앞에서는 아주 무력하다. 급식판에 밥 받아먹던 시절에 지구과학2 좀 해본놈이라면 올출튀로 에이제로는 받을 수 있다. 나처럼 유사과학을 처음 접한 학생들에겐 희망이 없다.  쓰다보니까 장점이 하나 생각났는데 과제가 없다. 끝."
지구과학실험 및 탐구지도,차현정,22,Spring,5.0,클레임 걸게 어딨다고 성적클레임을? 교수님 좋으십니다
지구과학실험 및 탐구지도,차현정,22,Spring,5.0,아니 열심히 하면 잘 주는데 왜 학점가지고 따지냐? 열심히 안한 니 탓이야 니 탓~~
지구과학실험 및 탐구지도,차현정,22,Spring,5.0,도대체 클레임 누가 건지 모르겠네요. 이렇게 학점 잘주는 교수님이 어딨다고
지구과학교육론,김찬종,22,Spring,5.0,"난 감자인가봐.. 교수님의 마음을 모르겠어.. 그치만 한 학기 동안 정들었으니 5점 드릴래..   🥔🥔"
지구과학교육론,김찬종,19,Spring,1.0,"일단 이 수업은 장점이 없다  단점 1. 교수님이 수업을 대충하신다. 2. 거의 매 시간에 팀플이 있는데 수업을 대충하시는거에 비해 높은 수준의 결과물을 원하신다. 3. 성적 잘 안주신다."
지구과학교육론,김찬종,19,Spring,1.0,수업도 쓰레기같이 하면서 성적도 쓰레기같이 줌. 전필만 아니었어도 진짜 목에 칼들어와도 안들음.
해양지구과학및실험 1,박경애,23,Spring,1.0,이 수업에 할애된 시간을 부디 자신의 가치를 높이는 일에 쓰십시오
해양지구과학및실험 1,박경애,22,Spring,5.0,교수님께서 해양 전공이셔서 그런지 개인적으로 수업이 너무 재밌었당 근데 보고서는 짜증났당 \  /
